日期,最新值,涨跌幅,近3月涨跌幅,近6月涨跌幅,近1年涨跌幅,近2年涨跌幅,近3年涨跌幅
2013-02-27,1028.51,-0.16986004,-25.44868078,-26.09685996,-28.51612455,-24.10080437,
2013-02-28,1054.96,2.57168136,-24.34308663,-23.96684685,-27.24413793,-24.07082194,
2013-03-01,1070.85,1.50621825,-21.7843839,-21.35933025,-27.2915535,-22.14264941,
2013-03-02,1070.39,-0.04295653,-20.95192379,-21.82369267,-23.29152931,-19.70067517,
2013-03-03,1045.4,-2.33466307,-23.86016023,-24.24637681,-24.27929886,-20.50794616,
2013-03-04,1022.91,-2.15132963,-26.4463939,-25.91903244,-28.78654971,-23.89628748,
2013-03-05,1069.19,4.52434721,-22.58417204,-23.90106762,-24.98491546,-20.21565555,
2013-03-06,1050.0,-1.79481664,-24.3570348,-22.73730684,-24.48759439,-24.29158555,
2013-03-07,1025.65,-2.31904762,-26.21753831,-26.67119468,-28.94700381,-24.41783346,
2013-03-08,1076.56,4.96368157,-22.67758385,-23.5180449,-24.45192982,-21.48774796,
2013-03-09,1036.29,-3.74061827,-25.527129,-24.17020342,-28.53665264,-23.17517978,
2013-03-10,1092.38,5.41257756,-20.53106358,-21.23584974,-26.88219545,-18.10630482,
2013-03-11,1077.75,-1.33927754,-23.00135743,-22.98485065,-24.0593292,-20.20804028,
2013-03-12,1058.66,-1.77128277,-23.27994782,-24.0396068,-25.18303887,-22.01399632,
2013-03-13,1051.22,-0.70277521,-24.42703091,-24.57884919,-25.33418567,-21.77840613,
2013-03-14,1048.46,-0.26255208,-23.38059047,-25.70962942,-24.5223526,-19.75047838,
2013-03-15,1040.8,-0.73059535,-26.0690439,-25.32644569,-26.76611314,-23.76208614,
2013-03-16,1031.47,-0.89642583,-24.22347928,-24.55050838,-29.38522626,-24.51185597,
2013-03-17,1034.47,0.29084704,-26.02474256,-24.05887535,-26.57084043,-22.86406681,
2013-03-18,1050.21,1.5215521,-24.43988776,-22.78435409,-26.14037555,-21.29721223,
2013-03-19,1052.69,0.23614325,-24.88297417,-23.46855689,-27.33052603,-28.02611787,
2013-03-20,1024.69,-2.65985238,-26.2494602,-25.10123529,-27.69616145,-22.65906861,
2013-03-21,1049.45,2.41634055,-23.05520933,-24.29303131,-26.41635114,-23.17349927,
2013-03-22,1056.89,0.70894278,-22.71371115,-24.13939133,-24.00848433,-22.75325245,
2013-03-23,1056.8,-0.00851555,-24.07500539,-24.74006552,-24.70252939,-20.82115831,
2013-03-24,1045.23,-1.09481453,-24.49942213,-26.27283628,-28.36474539,-23.33651166,
2013-03-25,1015.14,-2.87879223,-26.86311239,-27.15700344,-28.72709401,-23.97094068,
2013-03-26,1076.35,6.02971019,-22.18969132,-21.45723876,-26.78389225,-19.59737058,
2013-03-27,1083.55,0.66892739,-20.95491684,-21.75404391,-21.83870735,-17.41864187,
2013-03-28,1081.69,-0.17165798,-22.65355738,-22.31470842,-22.73090935,-25.31828224,
2013-03-29,1068.85,-1.1870314,-22.74304301,-22.59197567,-23.83310767,-21.33289173,
2013-03-30,1046.92,-2.05173785,-23.68275259,-24.1801854,-26.58345021,-22.45037037,
2013-03-31,1037.43,-0.9064685,-24.45714702,-24.86746813,-26.79720576,-23.11346624,
2013-04-01,1026.22,-1.08055483,-4.44878957,-26.99060899,-27.09952405,-30.91288542,
2013-04-02,1050.68,2.38350451,-3.11044716,-23.7532656,-25.55760238,-23.63134176,
2013-04-03,1016.13,-3.28834659,-6.92564164,-25.39427313,-29.30285953,-32.27154569,
2013-04-04,1029.17,1.28330037,-5.19892042,-25.55193866,-25.84161983,-29.17417934,
2013-04-05,1064.57,3.43966497,-0.26513022,-23.14128944,-24.22989324,-23.57168497,
2013-04-06,1042.6,-2.06374405,-4.69225636,-24.6567423,-26.42201835,-27.56704182,
2013-04-07,1065.53,2.19930942,0.72600085,-21.9620624,-24.14536912,-26.78782465,
2013-04-08,1037.86,-2.59682975,-5.97220461,-24.67813339,-25.38749101,-26.65300353,
2013-04-09,1053.3,1.48767657,-3.25069579,-23.37407246,-25.41424727,-25.4986561,
2013-04-10,1013.9,-3.7406247,-5.81426674,-27.23031651,-29.79990307,-30.65928054,
2013-04-11,1077.56,6.27872571,1.7756621,-22.76109239,-23.69636029,-24.50360821,
2013-04-12,1037.23,-3.74271502,-5.9764676,-23.96231948,-25.99143775,-28.66859226,
2013-04-13,1056.95,1.90121767,-1.53343084,-23.79046795,-25.56165927,-24.69184182,
2013-04-14,984.63,-6.84232934,-8.71137318,-29.19387315,-31.85951557,-30.3754773,
2013-04-15,1036.36,5.25375014,-3.530704,-24.977559,-26.32686429,-27.65375218,
2013-04-16,1069.59,3.20641476,-0.77830758,-23.69337233,-24.35714286,-26.52400907,
2013-04-17,1082.14,1.1733468,1.29646444,-22.69324189,-23.66932355,-26.50502581,
2013-04-18,1032.31,-4.60476463,-3.98723935,-25.04284055,-27.51650049,-30.69419268,
2013-04-19,1042.4,0.97741957,-1.72434924,-23.42051131,-26.71541057,-28.87554585,
2013-04-20,1065.69,2.23426708,-2.09194642,-23.22118156,-23.98245239,-23.3702452,
2013-04-21,1048.44,-1.61866959,-3.06493218,-24.234716,-25.89482612,-26.626076,
2013-04-22,1078.51,2.86807066,2.09682305,-23.00207039,-22.99107462,-25.50183049,
2013-04-23,1026.9,-4.78530565,0.68930354,-25.44108037,-27.29396771,-33.25316867,
2013-04-24,1085.08,5.66559548,-1.11003773,-22.17743671,-24.05123539,-24.08842871,
2013-04-25,1064.42,-1.90400708,-1.25974026,-21.80282104,-27.07953689,-27.87016331,
2013-04-26,1047.9,-1.55201894,-4.10783408,-23.90530826,-24.53550338,-29.5908083,
2013-04-27,1069.14,2.02691096,-0.20162419,-21.88075406,-25.00946903,-23.83957829,
2013-04-28,1086.24,1.59941635,0.2223596,-21.05240206,-23.34768189,-25.37510305,
2013-04-29,1048.93,-3.43478421,0.03719458,-24.82943959,-29.11677254,-27.83915795,
2013-04-30,1058.71,0.93237871,-2.51737949,-23.19840406,-25.22178274,-23.67457285,
2013-05-01,996.78,-5.84957165,-8.21969523,-27.39073427,-27.87409551,-32.15491424,
2013-05-02,1072.1,7.55633139,-1.28447125,-21.07045572,-23.7319485,-25.09606651,
2013-05-03,1041.14,-2.88779032,-4.13516873,-25.87640609,-26.69060696,-28.7232149,
2013-05-04,1043.74,0.24972626,-3.89576907,-24.94858704,-26.47129271,-30.1004554,
2013-05-05,1096.35,5.04052733,0.94839096,-21.45927359,-24.68054411,-22.06227341,
2013-05-06,1081.33,-1.37000046,-0.43460246,-23.34798327,-23.07533613,-30.41634492,
2013-05-07,1074.97,-0.58816458,-1.02021086,-22.2669752,-24.65867676,-25.93564834,
2013-05-08,1058.05,-1.57399741,-2.57815018,-23.9633489,-25.21029193,-24.76891354,
2013-05-09,1035.38,-2.14262086,-4.66553105,-26.04956789,-27.27030065,-27.22429184,
2013-05-10,1037.82,0.23566227,-4.44086368,-26.07593133,-29.47675999,-36.1105639,
2013-05-11,1036.25,-0.15127864,-4.58542424,-24.86586427,-26.6423616,-25.49252229,
2013-05-12,1073.16,3.56188179,-1.18686985,-22.60493293,-24.34010152,-34.33518938,
2013-05-13,1000.01,-6.81631816,-7.92228719,-28.22723032,-29.02696948,-29.77457865,
2013-05-14,1050.03,5.00194998,-3.31660605,-24.27304197,-25.97603102,-24.76678369,
2013-05-15,1024.38,-2.44278735,-5.67837577,-26.44647088,-28.32493703,-25.27137438,
2013-05-16,1083.37,5.75860521,-0.2467658,-20.83522104,-25.00034614,-21.84041555,
2013-05-17,1047.63,-3.29896527,-3.53759035,-23.86963157,-25.54157783,-31.34796855,
2013-05-18,1007.28,-3.85155064,-7.25288891,-26.79651163,-28.46530786,-32.61439657,
2013-05-19,1059.25,5.15943928,-2.03921206,-23.6851585,-25.22589298,-25.97833683,
2013-05-20,973.72,-8.07458107,-9.40875471,-29.30225804,-31.10796661,-32.92553558,
2013-05-21,976.87,0.32350162,-9.09623867,-29.85279334,-30.72826549,-34.78403098,
2013-05-22,1003.24,2.699438,-7.36045062,-26.86689022,-28.61534083,-30.40305238,
2013-05-23,1029.71,2.63845142,-4.97060642,-24.20242915,-27.75992704,-27.48010423,
2013-05-24,1038.41,0.84489808,-0.79959495,-24.63821758,-26.20211783,-37.134641,
2013-05-25,1048.02,0.92545334,-3.69145094,-22.81484755,-24.77065537,-35.36725254,
2013-05-26,1037.05,-1.04673575,0.65905694,-24.95477241,-26.96830986,-37.94578746,
2013-05-27,1034.53,-0.24299696,0.58531273,-25.01232241,-27.05330701,-34.06016955,
2013-05-28,980.6,-5.21299527,-7.04860848,-29.62032585,-33.10137809,-30.80234281,
2013-05-29,1063.62,8.46624516,0.8208842,-23.24312622,-24.88559322,-24.70479966,
2013-05-30,1012.42,-4.81374927,-4.03238037,-27.39386116,-30.00898721,-30.77943388,
2013-05-31,1047.2,3.43533316,-0.73557291,-24.89959839,-24.37897169,-27.64957855,
2013-06-01,1045.62,-0.15087853,-2.35607228,-23.62720035,-26.39588906,-26.79781574,
2013-06-02,1025.04,-1.96821025,-4.23677351,-24.30101174,-27.92574884,-27.66636088,
2013-06-03,1058.21,3.23597128,1.22536828,-22.92716679,-27.49503255,-24.06644661,
2013-06-04,1096.76,3.64294422,7.21959899,-21.1361185,-21.49176807,-22.46854234,
2013-06-05,1029.82,-6.10343193,-3.68222673,-25.43479835,-24.91286912,-25.38076951,
2013-06-06,1070.54,3.95408906,1.95619048,-22.87731431,-23.82666856,-24.2363765,
2013-06-07,1033.67,-3.44405627,0.78194316,-25.6406014,-26.65886193,-26.90779239,
2013-06-08,1033.75,0.00773941,-3.97655495,-25.75235222,-26.69479506,-28.0419045,
2013-06-09,1076.27,4.11318017,3.85799342,-22.65397054,-23.64171692,-27.39678899,
2013-06-10,1022.54,-4.99224172,-6.39337959,-25.61181435,-27.16951567,-29.04447991,
2013-06-11,1056.83,3.35341405,-1.94108096,-24.49596342,-23.99093786,-24.20897877,
2013-06-12,1017.14,-3.75557091,-3.92193906,-26.28886151,-27.33157105,-28.64178476,
2013-06-13,1057.2,3.93849421,0.56886285,-23.99712437,-24.44253859,-26.49655844,
2013-06-14,1080.71,2.22379871,3.07593995,-21.02382344,-23.13584637,-25.40654335,
2013-06-15,1066.86,-1.2815649,2.5038432,-24.21792868,-25.61288523,-25.33174692,-13.29161248
2013-06-16,1065.63,-0.1152916,3.31177834,-21.71392889,-26.6751531,-27.21106557,-14.41410328
2013-06-17,1005.96,-5.59950452,-2.75600066,-28.06350114,-27.70159552,-34.12180747,-19.20648944
2013-06-18,982.78,-2.30426657,-6.42062064,-29.29131592,-29.79139877,-33.01206462,-21.06818729
2013-06-19,984.95,0.22080221,-6.43494286,-29.71671186,-28.62163925,-33.5077297,-20.8939041
2013-06-20,1060.87,7.70800548,3.53082396,-23.64545847,-23.06403655,-30.47578478,-14.7964019
2013-06-21,1077.74,1.59020427,2.69569775,-20.98101034,-26.14172149,-26.24281413,-13.44149064
2013-06-22,1085.06,0.67919906,2.66536726,-20.65374771,-23.05084746,-22.84840728,-12.85358606
2013-06-23,1082.8,-0.20828341,2.46025738,-22.2070551,-22.41329894,-28.86144143,-13.03509758
2013-06-24,1066.31,-1.52290358,2.016781,-22.97674083,-25.99694635,-25.74442897,-14.3594892
2013-06-25,1066.01,-0.02813441,5.01113147,-23.1981268,-25.13448978,-23.49027489,-14.38358365
2013-06-26,1061.2,-0.45121528,-1.40753472,-23.28489843,-24.54493743,-25.19912596,-14.769898
2013-06-27,975.75,-8.05220505,-9.94877947,-28.81893785,-30.72417465,-31.40115298,-21.63280058
2013-06-28,1110.81,13.84166026,2.69208368,-20.57132642,-19.53567548,-24.29564506,-10.78547908
2013-06-29,1054.1,-5.10528353,-1.37998784,-23.80917962,-24.07260679,-24.9911051,-15.34013332
2013-06-30,1075.09,1.99127218,3.63012444,-21.71484745,-24.58684063,-25.38242643,-13.65432495
2013-07-01,1068.88,-0.57762606,4.15700337,-0.47672253,-23.51484794,-25.08550603,-14.15308007
2013-07-02,1032.42,-3.41104708,-1.73792211,-4.79431211,-26.59129693,-25.13270486,-17.08135893
2013-07-03,1065.86,3.23899188,4.89405883,-2.37052778,-24.55156792,-24.86006345,-14.39563087
2013-07-04,1063.95,-0.17919802,3.37942225,-1.99519164,-22.80148019,-22.3450843,-14.54903221
2013-07-05,1030.82,-3.11386813,-3.17029411,-3.42701892,-24.85091492,-26.58500107,-17.20986266
2013-07-06,1067.26,3.53504977,2.36524074,-2.43799878,-23.0748162,-27.95598758,-14.28319011
2013-07-07,1052.4,-1.39235051,-1.23225062,-0.51519592,-25.47797762,-27.1443406,-15.47666854
2013-07-08,1078.41,2.47149373,3.90707803,-2.29846527,-21.27819549,-22.71124489,-13.3876797
2013-07-09,1035.69,-3.9613876,-1.67188835,-4.86823614,-25.45238609,-26.83221477,-16.81872942
2013-07-10,1035.86,0.01641418,2.16589407,-3.77430352,-25.91474753,-28.87042505,-16.8050759
2013-07-11,998.91,-3.56708436,-7.29889751,-5.65283917,-28.73582079,-30.49126714,-19.77270902
2013-07-12,992.01,-0.69075292,-4.35968879,-10.075601,-27.78028538,-29.64468085,-20.32688137
2013-07-13,988.06,-0.39818147,-6.51781068,-7.9512954,-27.7681117,-32.33392686,-20.64412497
2013-07-14,1040.79,5.33672044,5.70366534,-3.50457542,-24.71681736,-26.37308998,-16.40912377
2013-07-15,1031.95,-0.84935482,-0.42552781,-3.94120768,-25.92419783,-27.28137552,-17.1191069
2013-07-16,971.72,-5.83652309,-9.15023514,-9.85732574,-31.03477644,-31.69888241,-21.95646936
2013-07-17,1063.0,9.39365249,-1.76871754,-0.49518389,-24.50820254,-27.90776534,-14.6253313
2013-07-18,961.36,-9.56161806,-6.87293546,-10.58613441,-30.19459773,-30.50744542,-22.78853104
2013-07-19,1106.73,15.12128651,6.17133538,4.34057076,-20.68157386,-21.46395118,-11.1131636
2013-07-20,1099.27,-0.67405781,3.15101014,0.99314628,-21.22751702,-35.63616137,-11.71231226
2013-07-21,1035.08,-5.83932974,-1.27427416,-4.3001507,-26.68366624,-29.65339133,-16.86772147
2013-07-22,1051.17,1.55446922,-2.53497881,-0.49130978,-24.87349914,-26.86495512,-15.57545579
2013-07-23,1065.36,1.34992437,3.7452527,4.4603724,-23.53692672,-24.1952469,-14.43578829
2013-07-24,1043.25,-2.07535481,-3.8550153,-4.9222609,-24.99460781,-24.87578311,-16.21154927
2013-07-25,987.74,-5.32087227,-7.20392326,-8.3729128,-29.08242389,-32.42988097,-20.66982572
2013-07-26,1079.44,9.28381963,3.00982918,-1.22164368,-21.91550926,-23.05104078,-13.30495543
2013-07-27,1038.74,-3.77047358,-2.84340685,-3.03929805,-25.74063483,-27.01889974,-16.57376918
2013-07-28,1022.47,-1.56632073,-5.87070997,-5.66140446,-25.95626041,-28.50360115,-17.88049153
2013-07-29,1036.36,1.35847507,-1.19836405,-1.1616152,-25.68232341,-29.67155266,-16.76491848
2013-07-30,1038.1,0.16789533,-1.94670873,-2.23021718,-25.56822256,-31.58241613,-16.62517067
2013-07-31,1071.4,3.20778345,1.19862852,-1.348925,-25.28591353,-32.06518293,-13.95068669
2013-08-01,1054.81,-1.54844129,5.82174602,-2.87647898,-24.33213773,-23.71374846,-17.69584894
2013-08-02,1016.0,-3.67933561,-5.23272083,-6.44997928,-27.54760037,-35.45108005,-16.37171784
2013-08-03,1022.0,0.59055118,-1.83836948,-5.89751853,-27.18723283,-30.75880759,-16.15390926
2013-08-04,1013.06,-0.87475538,-2.93942936,-6.72068505,-29.8434903,-27.61271883,-19.54733164
2013-08-05,1048.34,3.48251831,-4.37907602,-3.47221583,-25.63909774,-27.1277631,-13.9788299
2013-08-06,1078.92,2.91699258,-0.22287368,-0.65650753,-22.58592236,-22.3854399,-14.22165686
2013-08-07,1071.74,-0.6654803,-0.3004735,-1.31761889,-24.45619229,-31.04677347,-12.53244103
2013-08-08,1057.74,-1.30628697,-0.02929918,-2.60669398,-24.31740126,-27.16794051,-11.33780386
2013-08-09,1048.28,-0.89435967,1.24591937,-3.47774044,-26.72957294,-26.04204882,-12.59963315
2013-08-10,1051.12,0.27091998,1.28153244,-3.21624235,-24.21629416,-25.11790269,-14.02584656
2013-08-11,1072.54,2.03782632,3.50205066,-1.24395746,-23.8036374,-28.92850043,-14.72211179
2013-08-12,1046.88,-2.39245156,-2.44884267,-3.60664794,-24.16111272,-34.17091115,-16.45011971
2013-08-13,1056.56,0.9246523,5.65494345,-2.7153446,-25.0028393,-26.90189567,-17.36586892
2013-08-14,1050.18,-0.60384645,0.01428531,-3.30279453,-27.38850861,-23.17629846,-13.22260783
2013-08-15,1029.11,-2.00632273,0.46174271,-5.24285254,-28.32996727,-28.49927048,-18.16222664
2013-08-16,1049.19,1.95120055,-3.15497014,-3.39395055,-24.71369116,-31.70669791,-16.15200192
2013-08-17,1041.11,-0.7701179,-0.62235713,-4.13793103,-25.31492109,-24.85130648,-17.95823483
2013-08-18,1066.27,2.41665146,5.85636566,-1.82127895,-23.10183182,-22.63314468,-12.43573951
2013-08-19,1070.94,0.43797537,1.10361105,-0.95810598,-23.37292501,-28.50390547,-14.01525492
2013-08-20,986.0,-7.93135003,1.26114283,-8.26626971,-28.82408143,-28.55590175,-21.37788055
2013-08-21,1031.3,4.59432049,5.57187753,-4.03119242,-26.733447,-26.18809047,-19.15177172
2013-08-22,1060.19,2.80131872,5.67660779,-2.10166674,-23.40221082,-34.22322869,-16.01790241
2013-08-23,1068.17,0.75269527,3.73503219,-1.42122798,-21.9459262,-27.56696277,-14.24454078
2013-08-24,960.26,-10.10232454,-7.52592906,-8.26534706,-30.0,-35.83723106,-23.16075858
2013-08-25,1070.79,11.51042426,2.17266846,-1.59898547,-23.78176383,-24.89900407,-12.10064029
2013-08-26,1056.3,-1.35320651,1.8562268,2.52751733,-24.00719424,-25.27060488,-11.88688689
2013-08-27,1031.73,-2.32604374,-0.27065431,0.31307425,-25.86548825,-25.38294641,-16.37107887
2013-08-28,1034.44,0.26266562,5.49051601,-1.94509744,-26.54168442,-25.02971445,-18.96278888
2013-08-29,1045.6,1.07884459,-1.6942141,-0.88723743,-24.22090158,-28.17201346,-17.93422808
2013-08-30,1035.68,-0.94873757,2.29746548,-1.82755744,-24.5735926,-25.36177573,-17.73788721
2013-08-31,1018.78,-1.63177816,-2.71390374,-3.42951392,-26.57441441,-28.83626711,-19.76846748
2013-09-01,1072.38,5.26119476,2.55924715,0.14287715,-21.2469707,-24.14910171,-13.2448831
2013-09-02,959.02,-10.57087973,-6.44072426,-10.40461888,-29.9576395,-34.01087181,-20.68971221
2013-09-03,1049.67,9.45235762,-0.80702318,0.40845609,-23.93695652,-25.61862245,-15.93897654
2013-09-04,1034.83,-1.41377766,-5.6466319,1.16530291,-25.05576477,-25.12625714,-19.71215765
2013-09-05,1056.35,2.07956862,2.57617836,-1.2009091,-24.81494662,-25.88577843,-15.3022771
2013-09-06,1016.43,-3.7790505,-5.0544585,-3.19714286,-25.20750552,-28.94582314,-21.47481459
2013-09-07,1034.88,1.81517665,0.11705864,0.89991713,-26.0112962,-24.01762115,-19.074132
2013-09-08,1013.93,-2.0243893,-1.91729141,-5.81760422,-27.96746235,-29.12058721,-20.16299213
2013-09-09,1021.73,0.76928388,-5.06750165,-1.40501211,-25.23562125,-28.81418519,-18.1109241
2013-09-10,1059.51,3.69765006,3.61550648,-3.00902616,-23.60588363,-23.56730631,-14.16106295
2013-09-11,1054.23,-0.49834357,-0.24601875,-2.18232429,-24.66557096,-26.03451905,-15.36368015
2013-09-12,1045.24,-0.85275509,2.76264821,-1.26764022,-25.0025113,-28.56967129,-15.47468866
2013-09-13,1060.58,1.46760553,0.31971245,0.89039402,-23.90730377,-28.6477395,-16.51605793
2013-09-14,1100.47,3.76114956,1.82842761,4.96060889,-22.02437469,-24.36112448,-11.3167862
2013-09-15,1080.69,-1.79741383,1.29632754,3.83262875,-22.46448558,-26.30319149,-14.12190083
2013-09-16,1058.41,-2.0616458,-0.67753348,2.61180645,-22.57991369,-28.10203111,-18.1494084
2013-09-17,1101.26,4.04852562,9.47353772,6.4564463,-19.15577742,-26.28288373,-17.06130441
2013-09-18,1048.61,-4.78088735,6.69834551,-0.15235048,-22.9019925,-28.40297692,-16.5916322
2013-09-19,1080.21,3.01351313,9.67155693,2.61425491,-21.46782988,-28.68959599,-14.35061846
2013-09-20,1070.8,-0.87112691,0.93602421,4.49989753,-21.73086763,-29.84800839,-15.94316665
2013-09-21,1096.21,2.37299216,1.71377141,4.45566725,-20.9197807,-25.59997285,-14.58547608
2013-09-22,1087.45,-0.79911696,0.22026432,2.89150243,-21.94587999,-28.21638392,-15.20196507
2013-09-23,1087.17,-0.02574831,0.4035833,2.87376987,-22.5772682,-27.86823248,-10.90961239
2013-09-24,1086.97,-0.01839639,1.93752286,3.99337945,-23.32863088,-30.40719636,-12.06455788
2013-09-25,1080.13,-0.6292722,1.32456544,6.40207262,-22.49354191,-31.07459639,-13.41643287
2013-09-26,1079.88,-0.02314536,1.76027139,0.32796024,-21.19964974,-28.86634609,-16.73374971
2013-09-27,1063.75,-1.49368448,9.01870356,-1.82732684,-23.18385326,-31.26009693,-16.27312082
2013-09-28,1087.04,2.18942421,-2.13987991,0.49459642,-21.93047975,-29.030489,-12.65247087
2013-09-29,1084.72,-0.21342361,2.90484774,1.48477335,-21.44264195,-23.68650626,-15.09041096
2013-09-30,1083.25,-0.13551884,0.75900622,4.41668354,-21.54910197,-27.15198386,-16.60892995
2013-10-01,1055.31,-2.57927533,-1.26955318,2.83467483,-24.92103017,-24.75508021,-8.84426017
2013-10-02,1073.05,1.68102264,3.93541388,2.12909735,-22.1298984,-24.51814856,-13.28188136
2013-10-03,1068.0,-0.47062113,0.20077684,5.10466181,-21.58590308,-24.96311389,-16.10369207
2013-10-04,1045.3,-2.12546816,-1.75290192,1.56728237,-24.38512731,-30.94404439,-16.36261802
2013-10-05,1072.36,2.58873051,4.02980152,0.73175085,-22.57887517,-24.74138536,-16.31993757
2013-10-06,1095.03,2.11402887,2.60199014,5.02877422,-20.86789999,-23.73380694,-12.82996338
2013-10-07,1063.99,-2.83462554,1.10129228,-0.14452901,-22.07484986,-24.67327434,-18.73596578
2013-10-08,1089.64,2.41073694,1.04134791,4.98911221,-20.92024095,-23.47496313,-14.95160787
2013-10-09,1094.68,0.46253809,5.69571976,3.92860534,-20.36374218,-26.46738765,-11.54815772
2013-10-10,1075.59,-1.74388862,3.83546039,6.08442647,-22.80269863,-22.30641433,-13.19586797
2013-10-11,1077.45,0.17292835,7.8625702,-0.01020825,-22.76897713,-26.42379131,-12.78533269
2013-10-12,1064.09,-1.23996473,7.26605579,2.58958958,-21.99325563,-24.98484314,-12.82952404
2013-10-13,1078.6,1.36360646,9.16341113,2.04834666,-22.22943255,-27.85766838,-13.37937681
2013-10-14,1076.57,-0.18820693,3.43777323,9.33751765,-22.58233856,-23.81501663,-15.72837573
2013-10-15,1078.97,0.22293023,4.55642231,4.11150565,-21.89300709,-26.33508568,-15.61977008
2013-10-16,1061.35,-1.63303892,9.22385049,-0.77038865,-24.28122994,-26.25929271,-19.08591904
2013-10-17,1075.44,1.32755453,1.17027281,-0.61914355,-23.1718817,-24.24344886,-14.65439251
2013-10-18,1117.28,3.89050063,16.21869019,8.23105463,-18.87307581,-20.75466345,-10.71759629
2013-10-19,1091.09,-2.34408564,-1.41317214,4.67095165,-19.84352042,-23.8384755,-14.58509472
2013-10-20,1095.71,0.42342978,-0.32385128,2.81695427,-21.05835735,-23.95655493,-16.47915237
2013-10-21,1079.91,-1.44198739,4.3310662,3.00160238,-21.96054343,-24.47653682,-15.16144238
2013-10-22,1080.1,0.01759406,2.75217139,0.14742561,-22.88855572,-26.64357512,-13.81263964
2013-10-23,1077.66,-0.22590501,1.15453931,4.94303243,-21.7556088,-27.37650785,-14.87005293
2013-10-24,1075.43,-0.20692983,3.08459142,-0.88933535,-22.86954027,-23.58203652,-14.56704798
2013-10-25,1087.46,1.11862232,10.09577419,2.1645591,-20.11019689,-28.55997898,-15.81823812
2013-10-26,1090.22,0.25380244,0.99866597,4.0385533,-20.83218357,-22.84905527,-13.07446978
2013-10-27,1103.24,1.19425437,6.20944606,3.18947939,-19.3891568,-24.81155865,-12.70454186
2013-10-28,1088.89,-1.30071426,6.49603411,0.24396082,-20.85980086,-22.6585695,-13.4427663
2013-10-29,1073.38,-1.4243863,3.5721178,2.33094677,-23.07725383,-25.30410578,-14.56701687
2013-10-30,1109.62,3.37625072,6.88950968,4.80868226,-19.72073506,-19.1710373,-11.8089334
2013-10-31,1075.69,-3.05780357,0.40041068,1.60383863,-21.9666304,-23.45477834,-16.26264985
2013-11-01,1090.52,1.37864998,3.38544382,9.40428179,-20.56235431,-25.09650388,-17.15262478
2013-11-02,1063.65,-2.46396215,4.68996063,-0.78817275,-21.69255687,-28.18028359,-19.2859311
2013-11-03,1083.25,1.84271142,5.99315068,4.04460495,-22.87839954,-27.27913534,-19.17854212
2013-11-04,1083.35,0.00923148,6.9383847,3.79500642,-22.1003811,-24.61029923,-16.29838523
2013-11-05,1097.18,1.27659574,4.6587939,0.07570575,-21.39981374,-29.54148472,-21.11159045
2013-11-06,1065.4,-2.89651652,-1.25310496,-1.4731858,-24.4772099,-26.35653556,-18.29754601
2013-11-07,1055.96,-0.88605219,-1.47237203,-1.76842144,-23.64162268,-24.9015006,-24.45016813
2013-11-08,1149.9,8.89617031,8.71291622,8.68106422,-17.36255839,-22.1567831,-19.01542362
2013-11-09,1073.72,-6.62492391,2.42683253,3.70298827,-23.31119206,-23.16851521,-16.61074868
2013-11-10,1081.96,0.7674254,2.93401324,4.25314602,-22.93183275,-23.18898197,-17.13563606
2013-11-11,1070.27,-1.0804466,-0.21164712,3.28299156,-22.39921694,-23.79708081,-26.74902471
2013-11-12,1081.6,1.05861138,3.31652147,0.78646241,-21.99624982,-22.52148997,-29.84367906
2013-11-13,1072.25,-0.86446006,1.48500795,7.22392776,-23.04241728,-26.76888403,-22.09750073
2013-11-14,1113.18,3.81720681,5.9989716,6.01411388,-19.71873648,-20.75882688,-25.788
2013-11-15,1108.64,-0.4078406,7.72803685,8.22546321,-20.39635241,-22.25525947,-22.83964365
2013-11-16,1090.23,-1.66059316,3.91158894,0.63320934,-20.33394227,-25.8951876,-17.99082293
2013-11-17,1100.5,0.94200306,5.70448848,5.04662906,-20.02761427,-26.25971589,-17.70116662
2013-11-18,1084.85,-1.42208087,1.742523,7.70093718,-21.15915698,-23.08210437,-16.62695973
2013-11-19,1073.94,-1.00566899,0.28012774,1.3868303,-22.62680115,-29.63307561,-22.68807141
2013-11-20,1080.51,0.61176602,9.5851927,10.9672185,-21.5486822,-25.86552316,-22.00173248
2013-11-21,1111.46,2.86438811,7.77271405,13.77767768,-20.1881373,-27.76160146,-17.02426278
2013-11-22,1159.15,4.2907527,9.33417595,15.5406483,-15.50153084,-22.00053832,-9.2570847
2013-11-23,1138.98,-1.74006815,6.62909462,10.61172563,-16.1589989,-19.53514659,-15.2229252
2013-11-24,1147.75,0.76998718,19.52492033,10.52955962,-16.70295377,-19.33726896,-13.69002858
2013-11-25,1182.93,3.06512742,10.47264169,12.87284594,-12.87892179,-17.57734114,-11.68868981
2013-11-26,1108.87,-6.26072549,4.97680583,6.92541343,-19.75758014,-22.586568,-17.26085659
2013-11-27,1213.68,9.45196461,17.63542787,17.31704252,-12.0266744,-13.84396962,-8.71841155
2013-11-28,1106.65,-8.81863424,6.98058853,12.85437487,-20.5734587,-23.35688067,-21.00999286
2013-11-29,1110.64,0.3605476,6.22035195,4.42075177,-19.84989536,-26.5983742,-17.14733308
2013-11-30,1164.65,4.8629619,14.31810597,11.21562261,-16.47662077,-18.82840814,-12.28063569
